# Z = 79, A = 197 amu, m = 206.768 au
Line	DeltaE (eV)	W_12 (s^-1)
M1-S2	1.43051e+06		1.26174e+15
M1-S3	1.43196e+06		1.43135e+15
M1-T2	1.4522e+06		4.4097e+14
M1-T3	1.45576e+06		8.66149e+14
M1-U2	1.48416e+06		3.21186e+14
M1-U3	1.48683e+06		6.39564e+14
M1-V2	1.50837e+06		2.4161e+14
M1-V3	1.51042e+06		4.86167e+14
M1-W2	1.52715e+06		1.86546e+14
M1-W3	1.52876e+06		3.78462e+14
M1-X2	1.54201e+06		1.47163e+14
M1-X3	1.54329e+06		3.00536e+14
M1-Y2	1.55397e+06		1.18215e+14
M1-Y3	1.55501e+06		2.42719e+14
M1-Z2	1.56373e+06		9.64403e+13
M1-Z3	1.56459e+06		1.98895e+14
M1-[2	1.57181e+06		7.97343e+13
M1-[3	1.57253e+06		1.65058e+14
M1-\2	1.57857e+06		6.66962e+13
M1-\3	1.57917e+06		1.38507e+14
M1-]2	1.58428e+06		-nan
M1-]3	1.58479e+06		1.17377e+14
M1-^2	1.58915e+06		-nan
M1-^3	1.58959e+06		-nan
M1-_2	1.59333e+06		4.13405e+13
M1-_3	1.59371e+06		-nan
M1-`2	1.59695e+06		-nan
M1-`3	1.59728e+06		7.50409e+13
M2-M1	339368		6.7157e+15
M2-N1	1.01907e+06		5.39123e+14
M2-N4	861208		5.0801e+16
M2-O1	1.35216e+06		2.08045e+14
M2-O4	1.26994e+06		2.33745e+16
M2-P1	1.53928e+06		1.10057e+14
M2-P4	1.49124e+06		1.26408e+16
M2-Q1	1.65459e+06		6.65358e+13
M2-Q4	1.62417e+06		7.62352e+15
M2-R1	1.73052e+06		4.36062e+13
M2-R4	1.71009e+06		4.95729e+15
M2-S1	1.7831e+06		3.02173e+13
M2-S4	1.76874e+06		3.40593e+15
M2-T1	1.79157e+06		5.51588e+14
M2-T4	1.79513e+06		2.46056e+15
M2-U1	1.82352e+06		4.10627e+14
M2-U4	1.82619e+06		1.82914e+15
M2-V1	1.84774e+06		3.13978e+14
M2-V4	1.84979e+06		1.39735e+15
M2-W1	1.86652e+06		2.45483e+14
M2-W4	1.86813e+06		1.09189e+15
M2-X1	1.88138e+06		1.95577e+14
M2-X4	1.88266e+06		8.6962e+14
M2-Y1	1.89333e+06		1.5835e+14
M2-Y4	1.89438e+06		7.03966e+14
M2-Z1	1.9031e+06		1.30013e+14
M2-Z4	1.90396e+06		5.77952e+14
M2-[1	1.91118e+06		1.08061e+14
M2-[4	1.91189e+06		4.80371e+14
M2-\1	1.91794e+06		9.07905e+13
M2-\4	1.91854e+06		4.0362e+14
M2-]1	1.92365e+06		-nan
M2-]4	1.92416e+06		3.42415e+14
M2-^1	1.92852e+06		-nan
M2-^4	1.92895e+06		-nan
M2-_1	1.9327e+06		5.68173e+13
M2-_4	1.93308e+06		-nan
M2-_5	1.93319e+06		-nan
M2-`1	1.93632e+06		-nan
M2-`4	1.93665e+06		2.19433e+14
M2-`5	1.93675e+06		-nan
M3-M1	295583		9.61753e+15
M3-N1	975287		3.21612e+14
M3-N4	817423		1.00592e+16
M3-N5	832798		5.8483e+16
M3-O1	1.30837e+06		9.76061e+13
M3-O4	1.22615e+06		4.38344e+15
M3-O5	1.23395e+06		2.69047e+16
M3-P1	1.4955e+06		4.69753e+13
M3-P4	1.44745e+06		2.3194e+15
M3-P5	1.45193e+06		1.45667e+16
M3-Q1	1.6108e+06		2.7176e+13
M3-Q4	1.58038e+06		1.38198e+15
M3-Q5	1.58318e+06		8.79767e+15
M3-R1	1.68674e+06		1.73997e+13
M3-R4	1.6663e+06		8.92005e+14
M3-R5	1.66817e+06		5.72757e+15
M3-S1	1.73931e+06		1.18929e+13
M3-S4	1.72495e+06		6.09875e+14
M3-S5	1.72625e+06		3.93887e+15
M3-T1	1.74778e+06		1.18882e+15
M3-T4	1.75135e+06		4.37241e+14
M3-T5	1.75238e+06		2.84563e+15
M3-U1	1.77974e+06		8.84672e+14
M3-U4	1.78241e+06		3.24213e+14
M3-U5	1.78318e+06		2.11713e+15
M3-V1	1.80395e+06		6.76263e+14
M3-V4	1.806e+06		2.47207e+14
M3-V5	1.8066e+06		1.61844e+15
M3-W1	1.82273e+06		5.28626e+14
M3-W4	1.82434e+06		1.92886e+14
M3-W5	1.82481e+06		1.26538e+15
M3-X1	1.83759e+06		4.21092e+14
M3-X4	1.83888e+06		1.53444e+14
M3-X5	1.83925e+06		1.00828e+15
M3-Y1	1.84955e+06		3.40899e+14
M3-Y4	1.85059e+06		1.241e+14
M3-Y5	1.8509e+06		8.16554e+14
M3-Z1	1.85932e+06		2.79869e+14
M3-Z4	1.86017e+06		1.01809e+14
M3-Z5	1.86043e+06		6.70631e+14
M3-[1	1.86739e+06		2.32596e+14
M3-[4	1.86811e+06		8.45674e+13
M3-[5	1.86832e+06		5.57582e+14
M3-\1	1.87415e+06		1.95409e+14
M3-\4	1.87475e+06		7.10191e+13
M3-\5	1.87493e+06		4.68628e+14
M3-]1	1.87986e+06		-nan
M3-]4	1.88037e+06		6.02236e+13
M3-]5	1.88052e+06		3.97668e+14
M3-^1	1.88473e+06		-nan
M3-^4	1.88517e+06		-nan
M3-^5	1.8853e+06		3.40363e+14
M3-_1	1.88891e+06		1.22272e+14
M3-_4	1.88929e+06		-nan
M3-_5	1.8894e+06		-nan
M3-`1	1.89254e+06		-nan
M3-`4	1.89287e+06		3.85565e+13
M3-`5	1.89296e+06		-nan
M4-M2	22684.3		2.84528e+12
M4-M3	66469.7		7.00537e+12
M4-N2	895476		2.29909e+15
M4-N3	913036		1.46443e+14
M4-N6	899071		1.08733e+17
M4-O2	1.29899e+06		9.78339e+14
M4-O3	1.30775e+06		6.36148e+13
M4-O6	1.3003e+06		3.68467e+16
M4-P2	1.51772e+06		5.06225e+14
M4-P3	1.52272e+06		3.30022e+13
M4-P6	1.51834e+06		1.75535e+16
M4-Q2	1.64928e+06		2.97609e+14
M4-Q3	1.65239e+06		1.94339e+13
M4-Q6	1.64962e+06		9.89883e+15
M4-R2	1.7344e+06		1.90427e+14
M4-R3	1.73647e+06		1.24481e+13
M4-R6	1.73463e+06		6.18248e+15
M4-S2	1.79257e+06		1.29424e+14
M4-S3	1.79401e+06		8.46633e+12
M4-S6	1.79273e+06		4.13771e+15
M4-T2	1.81425e+06		2.81668e+14
M4-T3	1.81781e+06		1.2939e+13
M4-T6	1.81885e+06		2.93348e+15
M4-U2	1.84621e+06		2.0838e+14
M4-U3	1.84888e+06		9.58866e+12
M4-U6	1.84965e+06		2.15278e+15
M4-V2	1.87042e+06		1.58585e+14
M4-V3	1.87247e+06		7.30787e+12
M4-V6	1.87307e+06		1.62891e+15
M4-W2	1.8892e+06		1.23539e+14
M4-W3	1.89081e+06		5.69997e+12
M4-W6	1.89128e+06		1.26356e+15
M4-X2	1.90406e+06		9.81416e+13
M4-X3	1.90535e+06		4.53309e+12
M4-X6	1.90572e+06		1.00061e+15
M4-Y2	1.91602e+06		7.92781e+13
M4-Y3	1.91706e+06		3.66533e+12
M4-Y6	1.91737e+06		8.06339e+14
M4-Z2	1.92578e+06		6.49694e+13
M4-Z3	1.92664e+06		3.00636e+12
M4-Z6	1.9269e+06		6.59578e+14
M4-[2	1.93386e+06		5.3916e+13
M4-[3	1.93458e+06		2.49681e+12
M4-[6	1.93479e+06		5.46572e+14
M4-\2	1.94062e+06		4.52404e+13
M4-\3	1.94122e+06		2.09651e+12
M4-\6	1.9414e+06		4.58103e+14
M4-]2	1.94633e+06		-nan
M4-]3	1.94684e+06		1.77761e+12
M4-]6	1.94699e+06		3.87828e+14
M4-^2	1.9512e+06		-nan
M4-^3	1.95164e+06		-nan
M4-^6	1.95177e+06		3.31281e+14
M4-_2	1.95538e+06		2.82319e+13
M4-_3	1.95576e+06		-nan
M4-_6	1.95587e+06		-nan
M4-`2	1.95901e+06		-nan
M4-`3	1.95934e+06		1.13776e+12
M4-`6	1.95943e+06		-nan
M4-`7	1.95948e+06		-nan
M5-M3	29511.7		5.85069e+12
M5-N3	876078		1.89696e+15
M5-N6	862113		7.28209e+15
M5-N7	869998		1.11875e+17
M5-O3	1.27079e+06		8.17001e+14
M5-O6	1.26334e+06		2.32796e+15
M5-O7	1.26739e+06		3.72194e+16
M5-P3	1.48576e+06		4.25669e+14
M5-P6	1.48138e+06		1.08105e+15
M5-P7	1.48372e+06		1.76048e+16
M5-Q3	1.61543e+06		2.51153e+14
M5-Q6	1.61266e+06		6.00796e+14
M5-Q7	1.61414e+06		9.89353e+15
M5-R3	1.69951e+06		1.61076e+14
M5-R6	1.69767e+06		3.71844e+14
M5-R7	1.69865e+06		6.16702e+15
M5-S3	1.75705e+06		1.09658e+14
M5-S6	1.75577e+06		2.47365e+14
M5-S7	1.75646e+06		4.12232e+15
M5-T3	1.78086e+06		1.45539e+14
M5-T6	1.78189e+06		1.74775e+14
M5-T7	1.78239e+06		2.92018e+15
M5-U3	1.81192e+06		1.07833e+14
M5-U6	1.8127e+06		1.27868e+14
M5-U7	1.81307e+06		2.14184e+15
M5-V3	1.83551e+06		8.21726e+13
M5-V6	1.83611e+06		9.65291e+13
M5-V7	1.8364e+06		1.62e+15
M5-W3	1.85385e+06		6.40872e+13
M5-W6	1.85432e+06		7.47453e+13
M5-W7	1.85455e+06		1.2563e+15
M5-X3	1.86839e+06		5.09646e+13
M5-X6	1.86876e+06		5.91078e+13
M5-X7	1.86895e+06		9.94667e+14
M5-Y3	1.88011e+06		4.12067e+13
M5-Y6	1.88041e+06		4.75781e+13
M5-Y7	1.88056e+06		8.01428e+14
M5-Z3	1.88969e+06		3.37974e+13
M5-Z6	1.88994e+06		3.88827e+13
M5-Z7	1.89006e+06		6.55487e+14
M5-[3	1.89762e+06		2.80684e+13
M5-[6	1.89783e+06		3.21965e+13
M5-[7	1.89793e+06		5.43135e+14
M5-\3	1.90427e+06		2.35679e+13
M5-\6	1.90444e+06		2.6968e+13
M5-\7	1.90453e+06		4.55193e+14
M5-]2	1.90937e+06		-nan
M5-]3	1.90988e+06		1.99828e+13
M5-]6	1.91003e+06		2.28188e+13
M5-]7	1.91011e+06		3.85343e+14
M5-^2	1.91424e+06		-nan
M5-^3	1.91468e+06		-nan
M5-^6	1.91481e+06		1.94829e+13
M5-^7	1.91487e+06		3.29145e+14
M5-_3	1.9188e+06		-nan
M5-_6	1.91892e+06		-nan
M5-_7	1.91897e+06		2.83405e+14
M5-`2	1.92205e+06		-nan
M5-`3	1.92238e+06		1.27897e+13
M5-`6	1.92247e+06		-nan
M5-`7	1.92252e+06		-nan
N1-O2	257228		7.86876e+15
N1-O3	265995		7.87826e+15
N1-P2	475966		3.25055e+15
N1-P3	480964		3.45091e+15
N1-Q2	607519		1.79021e+15
N1-Q3	610634		1.93977e+15
N1-R2	692646		1.11223e+15
N1-R3	694716		1.22054e+15
N1-S2	750809		7.43838e+14
N1-S3	752253		8.22649e+14
N1-T2	772494		2.75194e+14
N1-T3	776058		4.95392e+14
N1-U2	804451		1.98412e+14
N1-U3	807121		3.63266e+14
N1-V2	828663		1.48184e+14
N1-V3	830715		2.74761e+14
N1-W2	847444		1.13806e+14
N1-W3	849054		2.13096e+14
N1-X2	862304		8.94182e+13
N1-X3	863591		1.68737e+14
N1-Y2	874262		7.16027e+13
N1-Y3	875307		1.35972e+14
N1-Z2	884028		5.82667e+13
N1-Z3	884887		1.11222e+14
N1-[2	892106		4.8075e+13
N1-[3	892822		9.21666e+13
N1-\2	898864		4.01461e+13
N1-\3	899466		7.72486e+13
N1-]2	904574		-nan
N1-]3	905086		6.53984e+13
N1-^2	909443		-nan
N1-^3	909881		-nan
N1-_2	913628		2.47944e+13
N1-_3	914006		-nan
N1-`2	917251		-nan
N1-`3	917579		4.17192e+13
N2-N1	146281		1.80271e+15
N2-O1	479365		1.20463e+14
N2-O4	397147		1.1002e+16
N2-P1	666491		4.55959e+13
N2-P4	618448		6.12662e+15
N2-Q1	781795		2.47513e+13
N2-Q4	751373		3.71381e+15
N2-R1	857729		1.5365e+13
N2-R4	837294		2.41841e+15
N2-S1	910307		1.03252e+13
N2-S4	895944		1.662e+15
N2-T1	918775		3.50701e+14
N2-T4	922339		1.18921e+15
N2-U1	950732		2.59924e+14
N2-U4	953402		8.84337e+14
N2-V1	974944		1.98086e+14
N2-V4	976995		6.75703e+14
N2-W1	993725		1.54477e+14
N2-W4	995335		5.28054e+14
N2-X1	1.00858e+06		1.22825e+14
N2-X4	1.00987e+06		4.20589e+14
N2-Y1	1.02054e+06		9.92867e+13
N2-Y4	1.02159e+06		3.40486e+14
N2-Z1	1.03031e+06		8.14135e+13
N2-Z4	1.03117e+06		2.79546e+14
N2-[1	1.03839e+06		6.75949e+13
N2-[4	1.0391e+06		2.32352e+14
N2-\1	1.04514e+06		5.67411e+13
N2-\4	1.04575e+06		1.95231e+14
N2-]1	1.05086e+06		-nan
N2-]4	1.05137e+06		1.65628e+14
N2-^1	1.05572e+06		-nan
N2-^4	1.05616e+06		-nan
N2-_1	1.05991e+06		3.54404e+13
N2-_4	1.06029e+06		-nan
N2-_5	1.0604e+06		-nan
N2-`1	1.06353e+06		-nan
N2-`4	1.06386e+06		1.06143e+14
N2-`5	1.06396e+06		-nan
N3-N1	128721		2.63202e+15
N3-O1	461805		5.45773e+13
N3-O4	379587		2.26889e+15
N3-O5	387382		1.2848e+16
N3-P1	648931		1.24079e+13
N3-P4	600888		1.20543e+15
N3-P5	605365		7.14457e+15
N3-Q1	764235		5.24413e+12
N3-Q4	733813		7.16886e+14
N3-Q5	736616		4.33103e+15
N3-R1	840169		2.86152e+12
N3-R4	819733		4.61504e+14
N3-R5	821600		2.82315e+15
N3-S1	892747		1.79191e+12
N3-S4	878384		3.14882e+14
N3-S5	879688		1.94183e+15
N3-T1	901215		7.49996e+14
N3-T4	904778		2.23521e+14
N3-T5	905812		1.38756e+15
N3-U1	933172		5.55597e+14
N3-U4	935841		1.6565e+14
N3-U5	936617		1.03265e+15
N3-V1	957384		4.23297e+14
N3-V4	959435		1.26253e+14
N3-V5	960032		7.89534e+14
N3-W1	976165		3.3005e+14
N3-W4	977775		9.84793e+13
N3-W5	978244		6.17342e+14
N3-X1	991024		2.62394e+14
N3-X4	992311		7.83226e+13
N3-X5	992686		4.91929e+14
N3-Y1	1.00298e+06		2.12093e+14
N3-Y4	1.00403e+06		6.3332e+13
N3-Y5	1.00433e+06		3.98396e+14
N3-Z1	1.01275e+06		1.73903e+14
N3-Z4	1.01361e+06		5.19478e+13
N3-Z5	1.01386e+06		3.27203e+14
N3-[1	1.02083e+06		1.4438e+14
N3-[4	1.02154e+06		4.31445e+13
N3-[5	1.02175e+06		2.72046e+14
N3-\1	1.02758e+06		1.21194e+14
N3-\4	1.02819e+06		3.62284e+13
N3-\5	1.02836e+06		2.28645e+14
N3-]1	1.03329e+06		-nan
N3-]4	1.03381e+06		3.07185e+13
N3-]5	1.03396e+06		1.94022e+14
N3-^1	1.03816e+06		-nan
N3-^4	1.0386e+06		-nan
N3-^5	1.03873e+06		1.66062e+14
N3-_1	1.04235e+06		7.56935e+13
N3-_4	1.04273e+06		-nan
N3-_5	1.04284e+06		-nan
N3-`1	1.04597e+06		-nan
N3-`4	1.0463e+06		1.96626e+13
N3-`5	1.0464e+06		-nan
N4-N2	11583.7		1.64862e+12
N4-N3	29143.8		2.5821e+12
N4-N6	15178.4		1.36771e+12
N4-O2	415092		1.25725e+15
N4-O3	423860		8.49506e+13
N4-O6	416406		1.98269e+16
N4-P2	633830		6.27595e+14
N4-P3	638828		4.3256e+13
N4-P6	634446		1.0193e+16
N4-Q2	765383		3.56789e+14
N4-Q3	768498		2.463e+13
N4-Q6	765730		5.87509e+15
N4-R2	850510		2.2361e+14
N4-R3	852580		1.54704e+13
N4-R6	850735		3.70545e+15
N4-S2	908673		1.49845e+14
N4-S3	910117		1.03821e+13
N4-S6	908835		2.49289e+15
N4-T2	930359		2.7779e+14
N4-T3	933922		1.38589e+13
N4-T6	934956		1.7533e+15
N4-U2	962316		2.04126e+14
N4-U3	964985		1.01994e+13
N4-U6	965761		1.29011e+15
N4-V2	986528		1.54567e+14
N4-V3	988579		7.73219e+12
N4-V6	989176		9.7799e+14
N4-W2	1.00531e+06		1.19944e+14
N4-W3	1.00692e+06		6.00604e+12
N4-W6	1.00739e+06		7.59677e+14
N4-X2	1.02017e+06		9.49983e+13
N4-X3	1.02145e+06		4.76087e+12
N4-X6	1.02183e+06		6.02215e+14
N4-Y2	1.03213e+06		7.65542e+13
N4-Y3	1.03317e+06		3.83934e+12
N4-Y6	1.03348e+06		4.85686e+14
N4-Z2	1.04189e+06		6.26147e+13
N4-Z3	1.04275e+06		3.1423e+12
N4-Z6	1.043e+06		3.97543e+14
N4-[2	1.04997e+06		5.18786e+13
N4-[3	1.05069e+06		2.60506e+12
N4-[6	1.0509e+06		3.29605e+14
N4-\2	1.05673e+06		4.34727e+13
N4-\3	1.05733e+06		2.18414e+12
N4-\6	1.05751e+06		2.76373e+14
N4-]2	1.06244e+06		-nan
N4-]3	1.06295e+06		1.84958e+12
N4-]6	1.0631e+06		2.3406e+14
N4-^2	1.06731e+06		-nan
N4-^3	1.06775e+06		-nan
N4-^6	1.06787e+06		1.99994e+14
N4-_2	1.07149e+06		2.70504e+13
N4-_3	1.07187e+06		-nan
N4-_6	1.07198e+06		-nan
N4-`2	1.07512e+06		-nan
N4-`3	1.07544e+06		1.18052e+12
N4-`6	1.07554e+06		-nan
N4-`7	1.07559e+06		-nan
N5-N3	13768.9		2.55957e+12
N5-N7	7688.92		1.91742e+11
N5-O3	408485		1.0567e+15
N5-O6	401031		1.4109e+15
N5-O7	405078		2.09685e+16
N5-P3	623453		5.31288e+14
N5-P6	619071		6.90176e+14
N5-P7	621412		1.05842e+16
N5-Q3	753123		3.03542e+14
N5-Q6	750355		3.89232e+14
N5-Q7	751827		6.05421e+15
N5-R3	837205		1.90585e+14
N5-R6	835361		2.42215e+14
N5-R7	836344		3.80428e+15
N5-S3	894742		1.27864e+14
N5-S6	893460		1.61569e+14
N5-S7	894149		2.55365e+15
N5-T3	918547		1.5289e+14
N5-T6	919581		1.13044e+14
N5-T7	920082		1.79363e+15
N5-U3	949610		1.12491e+14
N5-U6	950386		8.2845e+13
N5-U7	950763		1.31841e+15
N5-V3	973204		8.52759e+13
N5-V6	973801		6.26161e+13
N5-V7	974091		9.987e+14
N5-W3	991544		6.62416e+13
N5-W6	992013		4.8529e+13
N5-W7	992241		7.75335e+14
N5-X3	1.00608e+06		5.25128e+13
N5-X6	1.00646e+06		3.84025e+13
N5-X7	1.00664e+06		6.14372e+14
N5-Y3	1.0178e+06		4.23523e+13
N5-Y6	1.0181e+06		3.09282e+13
N5-Y7	1.01825e+06		4.95333e+14
N5-Z3	1.02738e+06		3.46664e+13
N5-Z6	1.02763e+06		2.52865e+13
N5-Z7	1.02775e+06		4.05339e+14
N5-[3	1.03531e+06		2.8742e+13
N5-[6	1.03552e+06		2.09455e+13
N5-[7	1.03562e+06		3.36001e+14
N5-\3	1.04196e+06		2.40999e+13
N5-\6	1.04213e+06		1.75491e+13
N5-\7	1.04222e+06		2.81693e+14
N5-]2	1.04706e+06		-nan
N5-]3	1.04758e+06		2.04099e+13
N5-]6	1.04773e+06		1.48526e+13
